"---------------------------------------------------"
"UCAS Analysis and Insights - Daily Domicile Report"
"---------------------------------------------------"
"This data file should be used in conjunction with ..."
"File: filename"
"Cycle: 2018"
"Reporting coverage: 6 Sep 2017 - 18 Feb 18"
"Applicant coverage: 18 year old applicants"
"Analysis class: Domicile"
"---------------------------------------------------"
The 'Days to Deadline' variable Lorem ipsum dolor sit amet, consectetur adipiscing elit,
The ' 7-Day Moving Average' variable sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. 
Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.
Data lines are comma delimited.
Data follows - 9999 lines in total
---------------------------------------------------
Cycle,Date,Day_of_the_week,Day,Month,Year,Domicile_Group,New_apps,7-Day Moving Ave,Days to Deadline,Working Days to Deadline,Days Since Cycle Opened,Bank Holiday
2018,03May2017,Wednesday,3,5,2017,2.UK,8096,9873,1112,7757,9890,0
2018,06Apr2017,Thursday,6,4,2017,4.OV,3239,6094,5636,6797,7409,1
2018,01Apr2017,Saturday,1,4,2017,2.UK,9661,3098,50,261,1530,1
2018,17Dec2017,Sunday,17,12,2017,3.EU,4634,7826,9420,4264,9290,0
2018,06Feb2017,Monday,6,2,2017,4.OV,566,8720,4788,7911,720,1
2018,10Feb2017,Friday,10,2,2017,2.UK,2464,5501,8134,3614,3649,1
2018,02Dec2017,Saturday,2,12,2017,3.EU,2195,6822,6405,8092,6104,1
2018,15May2017,Monday,15,5,2017,2.UK,1415,5065,8045,8811,44,1
2018,11May2017,Thursday,11,5,2017,2.UK,6500,6023,5245,2230,1484,1
2018,04Nov2017,Saturday,4,11,2017,1.ALL,5200,9752,2550,5987,1045,0
2018,20May2017,Saturday,20,5,2017,1.ALL,7274,8796,722,5245,8404,1
2018,04May2017,Thursday,4,5,2017,3.EU,4483,1355,296,1379,7160,0
2018,04May2017,Thursday,4,5,2017,3.EU,5308,1503,9914,5959,8864,1
2018,11Jul2017,Tuesday,11,7,2017,2.UK,8962,5806,6611,4911,6648,0
2018,12Mar2017,Sunday,12,3,2017,4.OV,349,7541,8125,274,6048,1
2018,25Apr2017,Tuesday,25,4,2017,2.UK,7426,638,7406,8739,9547,0
2018,26Oct2017,Thursday,26,10,2017,1.ALL,7781,3281,2456,5925,3110,0
2018,10Jan2017,Tuesday,10,1,2017,3.EU,5740,9764,7839,9352,4129,1
2018,01Feb2017,Wednesday,1,2,2017,4.OV,5562,7171,5504,3767,1152,1
2018,03Sep2017,Sunday,3,9,2017,1.ALL,1710,8329,3827,2669,4586,1
2018,15Jun2017,Thursday,15,6,2017,2.UK,4785,6141,5989,4451,2059,0
2018,01Jan2017,Sunday,1,1,2017,3.EU,4016,7540,8280,4570,4892,0
2018,23Mar2017,Thursday,23,3,2017,2.UK,5073,7451,2765,1927,1396,0
2018,24May2017,Wednesday,24,5,2017,2.UK,2277,6677,3588,3371,376,0
2018,28Jul2017,Friday,28,7,2017,2.UK,5966,6499,6420,2413,891,0
2018,28Sep2017,Thursday,28,9,2017,1.ALL,4748,9034,8077,8110,9998,0
2018,29Sep2017,Friday,29,9,2017,2.UK,4400,2104,3178,3003,8861,1
2018,15Feb2017,Wednesday,15,2,2017,4.OV,698,8691,7645,721,8724,0
2018,20Nov2017,Monday,20,11,2017,2.UK,6207,4870,3708,1931,3058,0
2018,04May2017,Thursday,4,5,2017,3.EU,2730,7325,5974,3059,5567,1
2018,27Aug2017,Sunday,27,8,2017,3.EU,125,1714,1272,6175,8698,1
2018,22Dec2017,Friday,22,12,2017,2.UK,2437,397,7981,3631,8944,1
2018,02Dec2017,Saturday,2,12,2017,4.OV,3412,6367,261,3378,6815,1
2018,21Sep2017,Thursday,21,9,2017,3.EU,4926,3793,3856,1989,9701,1
2018,05May2017,Friday,5,5,2017,3.EU,1294,1803,1296,5877,1480,0
2018,12Jan2017,Thursday,12,1,2017,2.UK,5204,5059,1959,6375,7866,0
2018,12Dec2017,Tuesday,12,12,2017,3.EU,4957,8436,9696,6821,9721,1
2018,14Aug2017,Monday,14,8,2017,3.EU,4560,4351,8298,2493,1431,1
2018,24Aug2017,Thursday,24,8,2017,2.UK,7830,7641,545,7736,4430,0
2018,08Aug2017,Tuesday,8,8,2017,2.UK,914,9160,1745,8084,1191,0
2018,10Nov2017,Friday,10,11,2017,1.ALL,7551,9248,2888,2606,3721,1
2018,14Sep2017,Thursday,14,9,2017,1.ALL,5263,2787,8966,8686,8087,0
2018,09Sep2017,Saturday,9,9,2017,1.ALL,8430,4689,937,7795,9738,0
2018,27Aug2017,Sunday,27,8,2017,1.ALL,1136,6948,1959,8872,4624,0
2018,05Jul2017,Wednesday,5,7,2017,3.EU,8060,3806,5294,8952,1898,1
2018,27Jul2017,Thursday,27,7,2017,4.OV,399,2384,6645,6345,6655,1
2018,15Sep2017,Friday,15,9,2017,2.UK,3893,9661,8765,8241,9992,1
2018,31Mar2017,Friday,31,3,2017,4.OV,7894,838,6880,696,4688,0
2018,04Sep2017,Monday,4,9,2017,2.UK,7534,8533,7903,825,5313,0
2018,01Jan2017,Sunday,1,1,2017,2.UK,698,3452,4514,838,789,1
2018,06Aug2017,Sunday,6,8,2017,3.EU,8050,2250,3487,2916,1873,1
2018,22Sep2017,Friday,22,9,2017,1.ALL,2778,8373,1260,5344,4902,1
2018,22Jul2017,Saturday,22,7,2017,3.EU,9572,9193,5853,9589,2393,1
2018,02Jan2017,Monday,2,1,2017,4.OV,1774,9748,6962,742,6878,0
2018,23Jul2017,Sunday,23,7,2017,1.ALL,7788,7772,3840,1307,8370,0
2018,02Dec2017,Saturday,2,12,2017,1.ALL,1619,6268,4952,2727,5821,0
2018,27Mar2017,Monday,27,3,2017,1.ALL,4320,9248,4872,6044,3673,0
2018,21Sep2017,Thursday,21,9,2017,4.OV,7814,6905,2400,2979,7010,1
2018,06Aug2017,Sunday,6,8,2017,2.UK,9061,6220,7925,6681,8810,0
2018,18Dec2017,Monday,18,12,2017,4.OV,6059,7735,7880,147,9195,0
2018,12Dec2017,Tuesday,12,12,2017,3.EU,604,3198,8531,8431,5464,0
2018,31Jan2017,Tuesday,31,1,2017,2.UK,5024,1685,5324,5562,9462,0
2018,29Jan2017,Sunday,29,1,2017,4.OV,6276,3249,4837,7313,662,1
2018,03Dec2017,Sunday,3,12,2017,3.EU,1325,1865,6085,4183,3613,1
2018,26Aug2017,Saturday,26,8,2017,2.UK,6568,6520,4290,7769,1201,0
2018,13Sep2017,Wednesday,13,9,2017,1.ALL,8827,7923,2814,4395,9654,1
2018,25Jan2017,Wednesday,25,1,2017,1.ALL,1630,4007,2817,4540,4758,1
2018,21Oct2017,Saturday,21,10,2017,4.OV,1832,2124,4276,1195,6747,0
2018,26Nov2017,Sunday,26,11,2017,2.UK,7844,8245,2776,7369,5214,0
2018,13Nov2017,Monday,13,11,2017,3.EU,9626,1011,4991,9093,4352,1
2018,01Jul2017,Saturday,1,7,2017,1.ALL,6982,6316,542,5405,139,0
2018,21Apr2017,Friday,21,4,2017,3.EU,2240,4233,2176,9906,8774,0
2018,08Apr2017,Saturday,8,4,2017,3.EU,4032,9387,8006,1535,9873,0
2018,08Jun2017,Thursday,8,6,2017,1.ALL,6640,1551,4437,6796,2054,1
2018,18Apr2017,Tuesday,18,4,2017,4.OV,9213,2846,6075,7916,9927,0
2018,27Jan2017,Friday,27,1,2017,2.UK,1665,2991,2988,5022,4251,1
2018,19Apr2017,Wednesday,19,4,2017,2.UK,3629,3690,3384,77,8106,0
2018,02Jan2017,Monday,2,1,2017,2.UK,5302,2576,3626,7907,3248,1
2018,23Jan2017,Monday,23,1,2017,4.OV,5899,3953,3118,6197,9815,0
2018,18Dec2017,Monday,18,12,2017,1.ALL,9648,2569,6215,4300,1638,1
2018,16Sep2017,Saturday,16,9,2017,4.OV,6393,4005,2721,1329,8905,0
2018,09Aug2017,Wednesday,9,8,2017,1.ALL,7596,3325,9711,6285,2258,0
2018,18Aug2017,Friday,18,8,2017,2.UK,1344,9296,2265,6898,7866,0
2018,29Sep2017,Friday,29,9,2017,3.EU,609,9595,2348,4707,951,0
2018,14May2017,Sunday,14,5,2017,4.OV,5566,4379,9238,3686,7774,0
2018,28Oct2017,Saturday,28,10,2017,3.EU,6588,4538,290,1614,8711,0
2018,18Sep2017,Monday,18,9,2017,4.OV,9759,4710,232,6397,7450,1
2018,09Mar2017,Thursday,9,3,2017,3.EU,575,1295,2727,6723,867,1
2018,30Dec2017,Saturday,30,12,2017,1.ALL,8295,4278,7511,959,6185,1
2018,25Sep2017,Monday,25,9,2017,4.OV,693,5011,9601,387,2536,1
2018,28Nov2017,Tuesday,28,11,2017,1.ALL,8000,3641,725,2447,1063,1
2018,09Dec2017,Saturday,9,12,2017,1.ALL,1874,16,3381,2830,3083,0
2018,02Oct2017,Monday,2,10,2017,3.EU,8118,6855,7122,4396,6544,0
2018,03Feb2017,Friday,3,2,2017,3.EU,9,5993,5416,1836,8706,1
2018,03Oct2017,Tuesday,3,10,2017,1.ALL,2516,4233,8413,6924,8737,1
2018,29Aug2017,Tuesday,29,8,2017,2.UK,6586,5169,8959,5355,6173,1
2018,22Nov2017,Wednesday,22,11,2017,3.EU,4812,4863,7443,4024,5801,0
2018,28Dec2017,Thursday,28,12,2017,2.UK,2132,7637,2203,5028,4425,1
2018,19Dec2017,Tuesday,19,12,2017,4.OV,4378,6168,7273,2787,4505,1
2018,14Aug2017,Monday,14,8,2017,1.ALL,5833,3081,9421,550,2332,1
2018,26May2017,Friday,26,5,2017,4.OV,8186,2900,9488,1177,7631,1
2018,04Jul2017,Tuesday,4,7,2017,3.EU,4594,3159,4878,341,3766,1
2018,27Jun2017,Tuesday,27,6,2017,1.ALL,5371,503,2849,4027,4620,0
2018,20Oct2017,Friday,20,10,2017,4.OV,5414,2177,6825,5259,3380,0
2018,10Dec2017,Sunday,10,12,2017,4.OV,4022,4290,9611,7521,8899,0
2018,21Aug2017,Monday,21,8,2017,2.UK,3780,2942,8263,3067,1481,0
2018,15Apr2017,Saturday,15,4,2017,2.UK,415,1392,6143,2144,9340,1
2018,26Nov2017,Sunday,26,11,2017,2.UK,5479,6872,4165,5460,5581,0
2018,05Oct2017,Thursday,5,10,2017,2.UK,5090,1024,6538,1069,855,0
2018,26Dec2017,Tuesday,26,12,2017,3.EU,760,8845,5077,9104,1528,0
2018,21Apr2017,Friday,21,4,2017,2.UK,2341,8575,4344,1101,5013,1
2018,17Aug2017,Thursday,17,8,2017,3.EU,8695,1342,7326,1227,7963,0
2018,13Mar2017,Monday,13,3,2017,2.UK,1230,3665,1719,6242,3118,1
2018,16Nov2017,Thursday,16,11,2017,1.ALL,3347,3850,9482,1628,369,0
2018,22Oct2017,Sunday,22,10,2017,4.OV,8585,175,7687,5935,9227,1
2018,17Sep2017,Sunday,17,9,2017,2.UK,6125,4622,1866,7414,8208,1
2018,14Apr2017,Friday,14,4,2017,1.ALL,2203,8432,1376,8920,5931,1
2018,05Sep2017,Tuesday,5,9,2017,2.UK,3489,146,3995,5455,7750,1
2018,13Oct2017,Friday,13,10,2017,2.UK,2446,6063,2146,8587,235,0
2018,31Mar2017,Friday,31,3,2017,2.UK,6127,3364,2982,3123,100,1
2018,25Sep2017,Monday,25,9,2017,4.OV,2111,6200,7500,1617,9853,0
2018,11Jun2017,Sunday,11,6,2017,2.UK,815,7391,7228,7052,1249,0
2018,09Jul2017,Sunday,9,7,2017,3.EU,3001,2202,134,1789,5454,0
2018,10Oct2017,Tuesday,10,10,2017,3.EU,8424,3010,6085,2028,7425,0
2018,21Apr2017,Friday,21,4,2017,3.EU,8643,3725,6477,8310,8535,0
2018,22May2017,Monday,22,5,2017,1.ALL,3042,6681,7597,2921,6371,1
2018,10Oct2017,Tuesday,10,10,2017,3.EU,3850,322,7333,4829,3575,0
2018,25Jan2017,Wednesday,25,1,2017,1.ALL,6154,2176,376,8211,7996,0
2018,22Jun2017,Thursday,22,6,2017,2.UK,5601,7626,5887,9321,8587,0
2018,26Feb2017,Sunday,26,2,2017,2.UK,6120,9265,7370,4514,6197,0
2018,08Jun2017,Thursday,8,6,2017,3.EU,5525,7833,2723,4361,9713,0
2018,26Mar2017,Sunday,26,3,2017,1.ALL,7011,8834,1533,1229,3710,0
2018,09May2017,Tuesday,9,5,2017,3.EU,3856,8089,4518,1998,9083,0
2018,16Apr2017,Sunday,16,4,2017,4.OV,9596,981,9644,9645,8881,1
2018,10Sep2017,Sunday,10,9,2017,1.ALL,728,9979,5173,8310,9684,1
2018,11Oct2017,Wednesday,11,10,2017,1.ALL,1170,6299,4903,9925,1423,1
2018,03Dec2017,Sunday,3,12,2017,4.OV,7728,6378,2799,9908,9132,1
2018,11Mar2017,Saturday,11,3,2017,3.EU,8263,5494,1515,4215,7508,1
2018,04Oct2017,Wednesday,4,10,2017,4.OV,2244,422,6891,5855,3252,1
2018,05Oct2017,Thursday,5,10,2017,1.ALL,8965,1828,9355,5261,5349,1
2018,28Mar2017,Tuesday,28,3,2017,2.UK,1938,2222,9293,7212,949,1
2018,01Oct2017,Sunday,1,10,2017,4.OV,443,388,7443,2531,4329,0
2018,31May2017,Wednesday,31,5,2017,3.EU,2679,8097,637,4227,9200,0
2018,15Apr2017,Saturday,15,4,2017,2.UK,4602,3684,7448,1890,3673,1
2018,17Apr2017,Monday,17,4,2017,2.UK,1401,3509,6871,2219,5638,1
2018,12Feb2017,Sunday,12,2,2017,3.EU,3053,672,241,9112,2586,1
2018,10Feb2017,Friday,10,2,2017,2.UK,4410,9199,1088,484,4007,1
2018,28Sep2017,Thursday,28,9,2017,3.EU,2773,3513,7155,1470,2680,1
2018,21Apr2017,Friday,21,4,2017,2.UK,8744,4199,2697,3686,1781,0
2018,18Oct2017,Wednesday,18,10,2017,2.UK,6647,9551,8401,6935,6509,1
2018,02Dec2017,Saturday,2,12,2017,2.UK,1299,2267,5216,2088,3462,1
2018,31Jan2017,Tuesday,31,1,2017,3.EU,7519,2120,7009,7504,2390,0
2018,19Jun2017,Monday,19,6,2017,1.ALL,29,5750,7016,7111,2039,0
2018,27Jan2017,Friday,27,1,2017,1.ALL,1649,6886,8074,4467,6963,0
2018,15Dec2017,Friday,15,12,2017,3.EU,481,1719,7889,1006,8548,1
2018,18Sep2017,Monday,18,9,2017,1.ALL,2954,3244,5735,1482,6407,0
2018,18Dec2017,Monday,18,12,2017,2.UK,3704,9905,1952,1049,1367,1
2018,01Nov2017,Wednesday,1,11,2017,3.EU,690,2456,3479,7300,4098,0
2018,07May2017,Sunday,7,5,2017,2.UK,3830,8018,6498,3154,1046,0
2018,26Sep2017,Tuesday,26,9,2017,2.UK,1979,8441,7242,1669,1512,0
2018,07Apr2017,Friday,7,4,2017,2.UK,6746,8682,6378,5356,5963,1
2018,26May2017,Friday,26,5,2017,4.OV,9180,1815,9442,3604,5586,1
2018,04Oct2017,Wednesday,4,10,2017,3.EU,9039,4591,5447,9085,3916,0
2018,10Mar2017,Friday,10,3,2017,2.UK,6161,4555,6893,6008,4353,0
2018,19Sep2017,Tuesday,19,9,2017,2.UK,331,6502,5474,3984,3781,1
2018,26Dec2017,Tuesday,26,12,2017,4.OV,5823,6506,3475,7654,2017,0
2018,01Apr2017,Saturday,1,4,2017,2.UK,4586,4065,7178,8456,8315,1
2018,11Sep2017,Monday,11,9,2017,4.OV,7404,544,5984,7402,6514,0
2018,10Jul2017,Monday,10,7,2017,3.EU,5550,4928,5027,8264,7093,0
2018,07May2017,Sunday,7,5,2017,1.ALL,4662,9561,4903,6324,8097,1
2018,22Dec2017,Friday,22,12,2017,4.OV,616,3904,8787,7247,4142,0
2018,08Dec2017,Friday,8,12,2017,3.EU,5475,3160,8318,9014,1230,1
2018,18Apr2017,Tuesday,18,4,2017,3.EU,3851,2474,9697,2014,2413,0
2018,09Dec2017,Saturday,9,12,2017,1.ALL,1979,8145,3725,3294,7557,0
2018,29Apr2017,Saturday,29,4,2017,3.EU,4103,5028,1519,9489,9207,0
2018,03Dec2017,Sunday,3,12,2017,4.OV,7623,6113,5205,7801,9682,1
2018,22Aug2017,Tuesday,22,8,2017,3.EU,3196,8290,3499,889,6140,1
2018,16Sep2017,Saturday,16,9,2017,3.EU,7613,7962,5198,8684,3418,1
2018,10Sep2017,Sunday,10,9,2017,4.OV,5336,6873,5007,1037,4616,1
2018,11Apr2017,Tuesday,11,4,2017,4.OV,8350,8863,7045,5610,9674,0
2018,12Jul2017,Wednesday,12,7,2017,3.EU,5886,9888,6263,7763,7865,0
2018,05Feb2017,Sunday,5,2,2017,3.EU,6308,8577,9053,9442,4678,0
2018,09Dec2017,Saturday,9,12,2017,2.UK,7443,8730,4122,5689,3216,0
2018,10Jul2017,Monday,10,7,2017,1.ALL,2471,544,2901,3542,3626,1
2018,18Nov2017,Saturday,18,11,2017,4.OV,2387,2128,9931,9555,9676,0
2018,19Oct2017,Thursday,19,10,2017,1.ALL,1803,2355,4916,4724,4101,1
2018,22Jun2017,Thursday,22,6,2017,1.ALL,2869,4928,7311,8658,63,1
2018,15Jan2017,Sunday,15,1,2017,4.OV,7700,4981,3456,1555,9620,1
2018,23Jun2017,Friday,23,6,2017,2.UK,6929,7841,1080,3053,8215,1
2018,14Dec2017,Thursday,14,12,2017,4.OV,5015,6473,1220,9141,2956,1
2018,05Nov2017,Sunday,5,11,2017,2.UK,479,6226,8276,974,1283,1
2018,22Mar2017,Wednesday,22,3,2017,4.OV,4046,1416,6415,953,2360,1
2018,12May2017,Friday,12,5,2017,3.EU,582,6873,4595,7163,346,0
2018,17Dec2017,Sunday,17,12,2017,2.UK,9398,467,9160,7711,2181,0
2018,22Sep2017,Friday,22,9,2017,4.OV,1520,2846,5432,5350,2812,1
2018,02May2017,Tuesday,2,5,2017,1.ALL,1110,1882,2843,3063,4206,1
2018,11Apr2017,Tuesday,11,4,2017,1.ALL,4540,7867,3398,5001,2990,0
2018,16Jul2017,Sunday,16,7,2017,1.ALL,154,8270,8681,428,2222,0
2018,13Aug2017,Sunday,13,8,2017,3.EU,5934,6875,759,3032,913,0
2018,21Jul2017,Friday,21,7,2017,1.ALL,1156,5856,6432,6240,8128,1
2018,16Feb2017,Thursday,16,2,2017,2.UK,5041,2114,4741,80,8741,0
2018,30Nov2017,Thursday,30,11,2017,3.EU,7858,1398,8731,749,1356,1
2018,25Mar2017,Saturday,25,3,2017,4.OV,8817,8458,6606,2618,5235,1
2018,23Aug2017,Wednesday,23,8,2017,4.OV,8429,6985,5288,6612,7000,1
2018,16Jul2017,Sunday,16,7,2017,4.OV,8350,5114,9629,5406,8589,0
2018,10Dec2017,Sunday,10,12,2017,1.ALL,5436,1778,1674,8396,6737,0
2018,30Jan2017,Monday,30,1,2017,2.UK,1809,1452,8794,4298,2374,0
2018,17Aug2017,Thursday,17,8,2017,2.UK,4266,3500,2335,9644,1086,1
2018,26May2017,Friday,26,5,2017,3.EU,5323,3548,5641,1664,4494,0
2018,28Apr2017,Friday,28,4,2017,2.UK,2422,4551,6191,3775,9931,0
2018,20Oct2017,Friday,20,10,2017,4.OV,8228,7459,1934,1643,5861,0
2018,12May2017,Friday,12,5,2017,2.UK,2038,5596,2794,9507,1931,0
2018,11Aug2017,Friday,11,8,2017,3.EU,4563,2469,1023,7603,4195,1
2018,07May2017,Sunday,7,5,2017,2.UK,4864,5090,9093,5053,575,0
2018,13Oct2017,Friday,13,10,2017,4.OV,2688,7379,5250,4803,2944,0
2018,30Jun2017,Friday,30,6,2017,2.UK,9252,9434,2152,1250,9517,0
2018,01Aug2017,Tuesday,1,8,2017,1.ALL,5690,455,6963,1319,1938,1
2018,24Aug2017,Thursday,24,8,2017,3.EU,2098,6634,8953,9216,4486,0
2018,02Nov2017,Thursday,2,11,2017,4.OV,4434,738,5595,2922,9645,1
2018,19Oct2017,Thursday,19,10,2017,3.EU,5125,1067,9732,6304,3126,1
2018,26Apr2017,Wednesday,26,4,2017,2.UK,1173,3509,5955,3806,444,1
2018,04Sep2017,Monday,4,9,2017,4.OV,7425,2175,1580,5174,3112,1
2018,09Jan2017,Monday,9,1,2017,3.EU,87,6407,5772,1416,4882,1
2018,14Nov2017,Tuesday,14,11,2017,1.ALL,9943,3431,1920,5284,5193,1
2018,13Apr2017,Thursday,13,4,2017,2.UK,9189,8925,8338,4715,8835,1
2018,18Aug2017,Friday,18,8,2017,4.OV,547,3729,9659,984,9918,0
2018,19Jul2017,Wednesday,19,7,2017,4.OV,2031,6078,3766,3924,4297,0
2018,24May2017,Wednesday,24,5,2017,2.UK,8021,4892,581,5324,882,0
2018,12Jun2017,Monday,12,6,2017,4.OV,1481,3956,1363,4066,1373,1
2018,17Jan2017,Tuesday,17,1,2017,3.EU,3642,9881,846,905,5388,1
2018,09Oct2017,Monday,9,10,2017,3.EU,726,801,9285,1284,6988,1
2018,09May2017,Tuesday,9,5,2017,3.EU,7590,1543,8379,1660,8875,0
2018,01Aug2017,Tuesday,1,8,2017,4.OV,6151,9585,8496,2852,7890,1
2018,30Apr2017,Sunday,30,4,2017,4.OV,7607,9430,2459,16,673,1
2018,04May2017,Thursday,4,5,2017,1.ALL,8587,2055,4480,2588,4533,1
2018,21Jun2017,Wednesday,21,6,2017,2.UK,7332,6360,9084,1608,9512,1
2018,29Jul2017,Saturday,29,7,2017,1.ALL,6132,3779,7956,286,2175,1
2018,19Jul2017,Wednesday,19,7,2017,3.EU,8490,3434,8389,4126,7046,1
2018,21May2017,Sunday,21,5,2017,1.ALL,7436,951,2835,8129,6702,1
2018,16Dec2017,Saturday,16,12,2017,1.ALL,2010,684,9726,1424,4326,0
2018,05Apr2017,Wednesday,5,4,2017,3.EU,3190,9386,8618,485,8384,0
2018,24Oct2017,Tuesday,24,10,2017,2.UK,6396,7274,6793,1014,6801,1
2018,31Oct2017,Tuesday,31,10,2017,4.OV,6457,2269,6080,1589,5129,1
2018,11Nov2017,Saturday,11,11,2017,1.ALL,9831,9716,7043,4878,1377,1
2018,21Feb2017,Tuesday,21,2,2017,1.ALL,6242,9774,5899,9595,3835,0
2018,15Dec2017,Friday,15,12,2017,2.UK,7102,7325,4325,2935,6237,1
2018,03Nov2017,Friday,3,11,2017,3.EU,2557,8932,4157,9199,2162,0
2018,13Aug2017,Sunday,13,8,2017,1.ALL,5222,7314,3772,4888,764,1
2018,23Nov2017,Thursday,23,11,2017,2.UK,2286,483,2269,2110,1460,0
2018,05Sep2017,Tuesday,5,9,2017,2.UK,7244,3228,4207,6458,73,0
2018,22Dec2017,Friday,22,12,2017,2.UK,7217,4674,9531,4155,5931,0
2018,17Mar2017,Friday,17,3,2017,2.UK,4245,1423,8696,1626,1317,1
2018,08May2017,Monday,8,5,2017,2.UK,6212,6551,8087,3852,1298,1
2018,05Dec2017,Tuesday,5,12,2017,1.ALL,2069,9462,6226,4584,3605,0
